id,authors,editorial,title
ijCSCL_4_2_1,Alan Zemel & Gerry Stahl,,The joint organization of interaction within a multimodal CSCL medium
ijCSCL_6_1_5,Michael Glassman & Min Ju Kang,,The logic of wikis: The possibilities of the Web 2.0 classroom
ijCSCL_3_1_0,Gerry Stahl & Friedrich Hesse,editorial,The many levels of CSCL
ijCSCL_3_1_1,Pierre Dillenbourg & Fabrice Hong,,The mechanics of CSCL macro scripts
2023_v18i3_10.1007_s11412-023-09390-4_The_mechanism_and_effect_of_class-wide_peer_feedback_on_conceptual_knowledge_improvement_Does_different_feedback_type_ma,Jesmine S. H. Tan & Wenli Chen & Junzhu Su & Guo Su,,The mechanism and effect of class-wide peer feedback on conceptual knowledge improvement: Does different feedback type matter?
ijCSCL_9_3_1,Crina Damsa,,The multi-layered nature of small-group learning: Productive interactions in object-oriented collaboration
ijCSCL_7_1_3,Kenneth Silseth,,The multivoicedness of game play: Exploring the unfolding of a student’s learning trajectory in a gaming context at school
ijCSCL_3_1_4,Ulrike Cress,,The need for considering multilevel analysis in CSCL research—An appeal for the use of more advanced statistical methods
ijCSCL_10_1_2,Andrea Forte,,The new information literate: Open collaboration and information production in schools
2018_v13i4_10.1007_s11412-018-9287-9_The_opportunities_of_networks_of_research-practice_partnerships_and_why_CSCL_should_not_give_up_on_large-scale_education,Ornit Sagy & Yael Kali & Yotam Hod,,The opportunities of networks of research-practice partnerships and why CSCL should not give up on large-scale educational change
ijCSCL_4_1_1,Diana Laurillard,,The pedagogical challenges to collaborative technologies
2024_v19i3_10.1007_s11412-024-09424-5_The_perceptions_of_task_cohesion_in_collaborative_learning_teams,Andrew Zamecnik & Georg Grossmann & Djazia Ladjal & Abelardo Pardo,,The perceptions of task cohesion in collaborative learning teams
ijCSCL_4_1_5,Annika Lantz-Andersson,,The power of natural frameworks: Technology and the question of agency in CSCL settings
2020_v15i4_10.1007_s11412-020-09335-1_The_richness_of_CSCL_environments,Ulrike Cress,editorial,The richness of CSCL environments
ijCSCL_3_4_2,Andreas Lund,,The right tool for the wrong task? Match and mismatch between first and second stimulus in double stimulation
manifest:10.1007/s11412-023-09411-2,,,The role of first-language heterogeneity in the acquisition of online interaction self-efficacy in CSCL
2023_v18i4_10.1007_s11412-023-09411-2_The_role_of_first-language_heterogeneity_in_the_acquisition_of_online_interaction_self-eff,Natalia Reich-Stiebert & Jennifer Raimann & Stefan Sturmer,,The role of first‑language heterogeneity in the acquisition of online interaction self‑efficacy in CSCL
ijCSCL_2_4_4,Baruch B. Schwarz & Amnon Glassner,,The role of floor control and of ontology in argumentative activities with discussion-based tools
ijCSCL_7_1_7,Javier Onrubia & Anna Engel,,The role of teacher assistance on the effects of a macro-script in collaborative writing tasks
ijCSCL_6_1_1,Chee-Kit Looi & Hyo-Jeong So & Yancy Toh & Wenli Chen,,"The Singapore experience: Synergy of national policy, classroom practice and design research"
2021_v16i1_10.1007_s11412-021-09338-6_The_spiral_model_of_collaborative_knowledge_improvement_an_exploratory_study_of_a_networked_collaborative_classroom,Wenli Chen & Jesmine S. H. Tan & Zhongling Pi,,The spiral model of collaborative knowledge improvement: an exploratory study of a networked collaborative classroom
ijCSCL_3_2_0,Gerry Stahl,editorial,The strength of the lone wolf
2016_v11i2_10.1007_s11412-016-9235-5_The_symmetry_of_partner_modelling,Pierre Dillenbourg & Mirweis Sangin & Nicolas Nova,,The symmetry of partner modelling
manifest:10.1007/s11412-023-09385-1,,,The temporal dynamics of online problem-based learning: Why and when sequence matters
2023_v18i1_10.1007_s11412-023-09385-1_The_temporal_dynamics_of_online_problem-based_learning_Why_and_when_sequence_matters,Mohammed Saqr & Sonsoles Lopez-Pernas,,The temporal dynamics of online problem‑based learning: Why and when sequence matters
manifest:10.1007/s11412-021-09355-5,,,The trade-off between individuals and groups: role interactions under different technology affordance conditions
2021_v16i4_10.1007_s11412-021-09355-5_The_trade-off_between_individuals_and_groups_role_interactions_under_different_technology_affordance_conditions,Cixiao Wang & Shuling Li,,The trade‑off between individuals and groups: role interactions under different technology affordance conditions
2017_v12i4_10.1007_s11412-017-9262-x_The_value_of_learning_talk_applying_a_novel_dialogue_scoring_method_to_inform_interaction_design_in_an_open-ended_embodi,Jessica Roberts,,"The value of learning talk: applying a novel dialogue scoring method to inform interaction design in an open-ended, embodied museum exhibit"
2017_v12i1_10.1007_s11412-017-9248-8_This_is_the_size_of_one_meter_Childrens_bodily-material_collaboration,Jacob Davidsen & Thomas Ryberg,,This is the size of one meter: Children’s bodily-material collaboration
ijCSCL_4_3_1,Peter Reimann,,Time is precious: Variable- and event-centred approaches to process analysis in CSCL research
2016_v11i4_10.1007_s11412-016-9245-3_Toward_a_classification_of_discourse_patterns_in_asynchronous_online_discussions,Jan van Aalst & Carol K. K. Chan & Ella L. F. Fu,,Toward a classification of discourse patterns in asynchronous online discussions
ijCSCL_5_1_4,Marc Clara & Teresa Mauri,,Toward a dialectic relation between the results in CSCL: Three critical methodological aspects of content analysis schemes
ijCSCL_9_4_1,Bertrand Schneider & Roy Pea,,Toward collaboration sensing
manifest:10.1007/s11412-024-09435-2,,,Toward multimodal learning analytics in simulation-based collaborative learning: A design ethnography of maritime training
2025_v20i2_10.1007_s11412-024-09435-2_Toward_multimodal_learning_analytics_in_simulation-based_collaborative_learning_A_design_e,Charlott Sellberg & Amit Sharma,,Toward multimodal learning analytics in simulation‑based collaborative learning: A design ethnography of maritime training
2019_v14i2_10.1007_s11412-019-09301-6_Towards_a_micro-ecological_approach_to_CSCL,Marcela Borge,,Towards a micro-ecological approach to CSCL
2016_v11i1_10.1007_s11412-016-9227-5_Tracing_the_change_in_discourse_in_a_collaborative_dynamic_geometry_environment_From_visual_to_more_mathematical,Diler Oner,,Tracing the change in discourse in a collaborative dynamic geometry environment: From visual to more mathematical
ijCSCL_8_2_0,Gerry Stahl,editorial,Transactive discourse in CSCL
ijCSCL_7_4_0,Gerry Stahl,editorial,Traversing planes of learning
2026_v21i1_10.1007_s11412-025-09457-4_Understanding_collaborative_programming_dynamics_The_role_of_prior_knowledge_engagement_and_ICAP_learning_modes,Jihong Ding & Zhihao Fan & Huazhong Liu & James Slotta & Feng Ji & Kefeng Hu,,"Understanding collaborative programming dynamics: The role of prior knowledge, engagement and ICAP learning modes"
2023_v18i4_10.1007_s11412-023-09405-0_Understanding_the_effect_of_differences_in_prior_knowledge_on_middle_school_students_collaborative_interactions_and_lear,Sadhana Puntambekar & Dana Gnesdilow & Sinan Yavuz,,Understanding the effect of differences in prior knowledge on middle school students’ collaborative interactions and learning
manifest:10.1007/s11412-025-09447-6,,,Understanding the role of I-positions facilitating knowledge construction in a computer-supported collaborative learning environment
2025_v20i3_10.1007_s11412-025-09447-6_Understanding_the_role_of_I-positions_facilitating_knowledge_construction_in_a_computer-su,Aaron J. Peltoniemi & Joni Lamsa & Sami Lehesvuori,,Understanding the role of I‑positions facilitating knowledge construction in a computer‑supported collaborative learning environment
2026_v21i2_10.1007_s11412-025-09459-2_Understanding_when_anger_becomes_productive_or_destructive_in_collaborative_educational_ga,Taehyun Kim & Mike Tissenbaum,,Understanding when anger becomes productive or destructive in collaborative educational games
2023_v18i2_10.1007_s11412-023-09395-z_Understanding_young_childrens_science_learning_through_embodied_communication_within_an_MR,Xintian Tu & Joshua Danish & Megan Humburg & Mengxi Zhou & Nitasha Mathayas & Noel Enyedy,,Understanding young children’s science learning through embodied communication within an MR environment
2020_v15i1_10.1007_s11412-020-09318-2_Unpacking_the_relationship_between_existing_and_new_measures_of_physiological_synchrony_and_collaborative_learning_a_mix,Bertrand Schneider,,Unpacking the relationship between existing and new measures of physiological synchrony and collaborative learning: a mixed methods study
ijCSCL_5_4_3,Sinem Siyahhan & Sasha A. Barab & Michael P. Downton,,Using activity theory to understand intergenerational play: The case of Family Quest
ijCSCL_2_4_1,Christine Greenhow & Brad Belbas,,Using activity-oriented design methods to study collaborative knowledge-building in e-learning courses within higher education
ijCSCL_7_4_3,Susan A. Yoon & Karen Elinich & Joyce Wang & Christopher Steinmeier & Sean Tucker,,Using augmented reality and knowledge-building scaffolds to improve learning in a science museum
2018_v13i4_10.1007_s11412-018-9285-y_Using_big_data_techniques_for_measuring_productive_friction_in_mass_collaboration_online_e,Peter Holtz & Joachim Kimmerle & Ulrike Cress,,Using big data techniques for measuring productive friction in mass collaboration online environments
manifest:10.1007/s11412-024-09437-0,,,Using generative ai as a simulation to support higher-order thinking
2024_v19i4_10.1007_s11412-024-09437-0_Using_generative_ai_as_a_simulation_to_support_higher-order_thinking,M. Borge & B. K. Smith & T. Aldemir,,Using generative ai as a simulation to support higher‑order thinking
ijCSCL_2_2_6,Nathalie Muller Mirza & Valerie Tartas & Anne-Nelly Perret-Clermont & Jean-Francois de Pietro,,Using graphical tools in a phased activity for enhancing dialogical skills: An example with Digalo
2018_v13i1_10.1007_s11412-018-9271-4_Using_technological_functions_on_a_multi-touch_table_and_their_affordances_to_counteract_biases_and_foster_collaborative,Inga M. Bause & Irina R. Brich & Ann-Katrin Wesslein & Friedrich W. Hesse,,Using technological functions on a multi-touch table and their affordances to counteract biases and foster collaborative problem solving
2017_v12i4_10.1007_s11412-017-9267-5_Visions_of_CSCL_eight_provocations_for_the_future_of_the_field,Alyssa Friend Wise & Baruch B. Schwarz,,Visions of CSCL: eight provocations for the future of the field
2023_v18i1_10.1007_s11412-023-09384-2_Visions_of_the_good_in_computer-supported_collaborative_learning_unpacking_the_ethical_dimensions_of_design-based_resear,Etan Cohen & Dani Ben-Zvi & Yotam Hod,,Visions of the good in
manifest:10.1007/s11412-023-09384-2,,,Visions of the good in computer-supported collaborative learning: unpacking the ethical dimensions of design-based research
ijCSCL_8_3_1,Raija Hamalainen & Bram De Wever,,Vocational education approach: New TEL settings—new prospects for teachers’ instructional activities?
ijCSCL_4_3_5,Nina Bonderup Dohn,,Web 2.0: Inherent tensions and evident challenges for education
ijCSCL_3_1_2,Ingeborg Krange & Sten Ludvigsen,,What does it mean? Students’ procedural and conceptual problem solving in a CSCL environment designed within the field of science education
2016_v11i4_10.1007_s11412-016-9244-4_What_happens_when_you_push_the_button_Analyzing_the_functional_dynamics_of_concept_development_in_computer_supported_sci,Hans Christian Arnseth & Ingeborg Krange,,What happens when you push the button? Analyzing the functional dynamics of concept development in computer supported science inquiry
2019_v14i3_10.1007_s11412-019-09299-x_What_information_should_CSCL_teacher_dashboards_provide_to_help_teachers_interpret_CSCL_si,Anouschka van Leeuwen & Nikol Rummel & Tamara van Gog,,What information should CSCL teacher dashboards provide to help teachers interpret CSCL situations?
2018_v13i4_10.1007_s11412-018-9292-z_When_coding-and-counting_is_not_enough_using_epistemic_network_analysis_ENA_to_analyze_verbal_data_in_CSCL_research,Brendan Eagan & Ingo Kollar & David Williamson Shaffer,,When coding-and-counting is not enough: using epistemic network analysis (ENA) to analyze verbal data in CSCL research
ijCSCL_10_1_3,Pryce Davis & Michael Horn & Florian Block & Brenda Phillips & E. Margaret Evans & Judy Diamond & Chia Shen,,Whoa! We’re going deep in the trees!: Patterns of collaboration around an interactive information visualization exhibit
2018_v13i3_10.1007_s11412-018-9282-1_Why_and_how_do_middle_school_students_exchange_ideas_during_science_inquiry,Camillia Matuk,,Why and how do middle school students exchange ideas during science inquiry?
ijCSCL_6_2_2,Manoli Pifarre & Judith Kleine Staarman,,Wiki-supported collaborative learning in primary education: How a dialogic space is created for thinking together
ijCSCL_4_4_1,Johann Ari Larusson & Richard Alterman,,Wikis to support the “collaborative” part of collaborative learning
ijCSCL_4_1_0,Gerry Stahl CSCL in a more global context,editorial,Yes we can!
2016_v11i3_10.1007_s11412-016-9237-3_You_like_it_you_learn_it_affectivity_and_learning_in_competitive_social_role_play_gaming,Cyril Brom & Michaela Slussareff & Tereza Selmbacherova,,"You like it, you learn it: affectivity and learning in competitive social role play gaming"
2024_v19i2_10.1007_s11412-024-09422-7_Zooming_in_The_role_of_nonverbal_behavior_in_sensing_the_quality_of_collaborative_group_en,Lisa Paneth & Loris T. Jeitziner & Oliver Rack & Klaus Opwis & Carmen Zahn,,Zooming in: The role of nonverbal behavior in sensing the quality of collaborative group engagement
manifest:10.1007/s11412-022-09365-x,,,‘Supporting socially shared regulation during collaborative task-oriented reading’
2022_v17i1_10.1007_s11412-022-09365-x_Supporting_socially_shared_regulation_during_collaborative_task-oriented_reading,Jolique Kielstra & Inge Molenaar & Roel van Steensel & Ludo Verhoeven,,‘Supporting socially shared regulation during collaborative task‑oriented reading’
ijCSCL_9_4_4,Michelle E. Jordan & An-Chih Janne Cheng & Diane Schallert & Kwangok Song & SoonAh Lee & Yangjoo Park,,“I guess my question is”: What is the co-occurrence of uncertainty and learning in computer-mediated discourse?
manifest:10.1007/s11412-017-9266-6,,,“I think you just got mixed up”: confident peer tutors hedge to support partners’ face needs
ijCSCL_9_4_3,H. Smith Risser & SueAnn Bottoms,,“Newbies” and “Celebrities”: Detecting social roles in an online network of teachers via participation patterns
manifest:10.1007/s11412-017-9248-8,,,“This is the size of one meter”: Children’s bodily-material collaboration
